Resultados do Agente V1:
Localizações - Buracos: [(2, 3), (2, 0), (0, 3), (3, 0)], Wumpus: (1, 1), Ouro: None
(0, 4, 0.25, 0, 0, 1, 1, 985)
(1, 4, 0.25, 0, 0, 1, 1, -1025)
(2, 4, 0.25, 0, 0, 1, 1, -1299)
(3, 4, 0.25, 0, 0, 1, 1, -1058)
(4, 4, 0.25, 0, 0, 1, 1, -1024)
(5, 4, 0.25, 0, 0, 1, 1, -1024)
(6, 4, 0.25, 0, 0, 1, 1, -1029)
(7, 4, 0.25, 0, 0, 1, 1, -1069)
(8, 4, 0.25, 0, 0, 1, 1, -1071)
(9, 4, 0.25, 0, 0, 1, 1, -1030)
(10, 4, 0.25, 0, 0, 1, 1, -1028)
(11, 4, 0.25, 0, 0, 1, 1, -1018)
(12, 4, 0.25, 0, 0, 1, 1, -1038)
(13, 4, 0.25, 0, 0, 1, 1, -1025)
(14, 4, 0.25, 0, 0, 1, 1, -1041)
(15, 4, 0.25, 0, 0, 1, 1, -1047)
(16, 4, 0.25, 0, 0, 1, 1, -1011)
(17, 4, 0.25, 0, 0, 1, 1, -1027)
(18, 4, 0.25, 0, 0, 1, 1, -1018)
(19, 4, 0.25, 0, 0, 1, 1, -1006)

Resultados do Agente V1:
Localizações - Buracos: [(3, 1), (0, 1), (4, 1), (0, 2), (1, 4), (3, 3)], Wumpus: (4, 4), Ouro: None
(0, 4, 0.25, 0, 0, 1, 1, 985)
(1, 4, 0.25, 0, 0, 1, 1, -1025)
(2, 4, 0.25, 0, 0, 1, 1, -1299)
(3, 4, 0.25, 0, 0, 1, 1, -1058)
(4, 4, 0.25, 0, 0, 1, 1, -1024)
(5, 4, 0.25, 0, 0, 1, 1, -1024)
(6, 4, 0.25, 0, 0, 1, 1, -1029)
(7, 4, 0.25, 0, 0, 1, 1, -1069)
(8, 4, 0.25, 0, 0, 1, 1, -1071)
(9, 4, 0.25, 0, 0, 1, 1, -1030)
(10, 4, 0.25, 0, 0, 1, 1, -1028)
(11, 4, 0.25, 0, 0, 1, 1, -1018)
(12, 4, 0.25, 0, 0, 1, 1, -1038)
(13, 4, 0.25, 0, 0, 1, 1, -1025)
(14, 4, 0.25, 0, 0, 1, 1, -1041)
(15, 4, 0.25, 0, 0, 1, 1, -1047)
(16, 4, 0.25, 0, 0, 1, 1, -1011)
(17, 4, 0.25, 0, 0, 1, 1, -1027)
(18, 4, 0.25, 0, 0, 1, 1, -1018)
(19, 4, 0.25, 0, 0, 1, 1, -1006)
(0, 5, 0.25, 0, 0, 0, 0, -1020)
(1, 5, 0.25, 0, 0, 0, 0, -1024)
(2, 5, 0.25, 0, 0, 1, 0, -29)
(3, 5, 0.25, 1, 0, 1, 1, 1970)
(4, 5, 0.25, 1, 0, 1, 1, -1024)
(5, 5, 0.25, 1, 0, 1, 1, -1010)
(6, 5, 0.25, 1, 0, 1, 1, -1077)
(7, 5, 0.25, 1, 0, 1, 1, -1030)
(8, 5, 0.25, 1, 0, 1, 1, -1020)
(9, 5, 0.25, 1, 0, 1, 1, -1034)
(10, 5, 0.25, 1, 0, 1, 1, -1008)
(11, 5, 0.25, 1, 0, 1, 1, -1012)
(12, 5, 0.25, 1, 0, 1, 1, -1030)
(13, 5, 0.25, 1, 0, 1, 1, -1001)
(14, 5, 0.25, 1, 0, 1, 1, -1030)
(15, 5, 0.25, 1, 0, 1, 1, -1014)
(16, 5, 0.25, 1, 0, 1, 1, -1041)
(17, 5, 0.25, 1, 0, 1, 1, -1048)
(18, 5, 0.25, 1, 0, 1, 1, -1046)
(19, 5, 0.25, 1, 0, 1, 1, -1031)

Resultados do Agente V1:
Localizações - Buracos: [(4, 4), (5, 3), (0, 7), (9, 1), (7, 3), (3, 4), (9, 7), (8, 5), (2, 3), (1, 8), (7, 6), (8, 2), (1, 0), (7, 1), (3, 5), (3, 0), (8, 7), (3, 2), (9, 4), (7, 0), (8, 7), (7, 0), (4, 6), (3, 9), (3, 0)], Wumpus: (6, 1), Ouro: None
(0, 4, 0.25, 0, 0, 1, 1, 985)
(1, 4, 0.25, 0, 0, 1, 1, -1025)
(2, 4, 0.25, 0, 0, 1, 1, -1299)
