Resultados do Agente V1:
Localizações - Buracos: [(2, 0), (2, 2), (3, 1), (3, 3)], Wumpus: (0, 3), Ouro: None
(0, 4, 0.25, 1, 1, 1, 1, 2986)
(1, 4, 0.25, 1, 1, 1, 1, -1056)
(2, 4, 0.25, 1, 1, 1, 1, -1188)
(3, 4, 0.25, 1, 1, 1, 1, -1060)
(4, 4, 0.25, 1, 1, 1, 1, -1056)
(5, 4, 0.25, 1, 1, 1, 1, -1004)
(6, 4, 0.25, 1, 1, 1, 1, -1002)
(7, 4, 0.25, 1, 1, 1, 1, -1006)
(8, 4, 0.25, 1, 1, 1, 1, -1050)
(9, 4, 0.25, 1, 1, 1, 1, -1054)
(10, 4, 0.25, 1, 1, 1, 1, -1038)
(11, 4, 0.25, 1, 1, 1, 1, -1024)
(12, 4, 0.25, 1, 1, 1, 1, -1022)
(13, 4, 0.25, 1, 1, 1, 1, -1014)
(14, 4, 0.25, 1, 1, 1, 1, -1024)
(15, 4, 0.25, 1, 1, 1, 1, -1006)
(16, 4, 0.25, 1, 1, 1, 1, -1008)
(17, 4, 0.25, 1, 1, 1, 1, -1044)
(18, 4, 0.25, 1, 1, 1, 1, -1072)
(19, 4, 0.25, 1, 1, 1, 1, -1012)

Resultados do Agente V1:
Localizações - Buracos: [(2, 2), (1, 0), (4, 0), (0, 4), (3, 1), (4, 2)], Wumpus: (4, 4), Ouro: None
(0, 4, 0.25, 1, 1, 1, 1, 2986)
(1, 4, 0.25, 1, 1, 1, 1, -1056)
(2, 4, 0.25, 1, 1, 1, 1, -1188)
(3, 4, 0.25, 1, 1, 1, 1, -1060)
(4, 4, 0.25, 1, 1, 1, 1, -1056)
(5, 4, 0.25, 1, 1, 1, 1, -1004)
(6, 4, 0.25, 1, 1, 1, 1, -1002)
(7, 4, 0.25, 1, 1, 1, 1, -1006)
(8, 4, 0.25, 1, 1, 1, 1, -1050)
(9, 4, 0.25, 1, 1, 1, 1, -1054)
(10, 4, 0.25, 1, 1, 1, 1, -1038)
(11, 4, 0.25, 1, 1, 1, 1, -1024)
(12, 4, 0.25, 1, 1, 1, 1, -1022)
(13, 4, 0.25, 1, 1, 1, 1, -1014)
(14, 4, 0.25, 1, 1, 1, 1, -1024)
(15, 4, 0.25, 1, 1, 1, 1, -1006)
(16, 4, 0.25, 1, 1, 1, 1, -1008)
(17, 4, 0.25, 1, 1, 1, 1, -1044)
(18, 4, 0.25, 1, 1, 1, 1, -1072)
(19, 4, 0.25, 1, 1, 1, 1, -1012)
(0, 5, 0.25, 1, 0, 0, 1, 1988)
(1, 5, 0.25, 1, 0, 0, 1, -1001)
(2, 5, 0.25, 1, 0, 0, 1, -1001)
(3, 5, 0.25, 1, 0, 0, 1, -1019)
(4, 5, 0.25, 1, 0, 0, 1, -1022)
(5, 5, 0.25, 1, 0, 0, 1, -1006)
(6, 5, 0.25, 1, 0, 0, 1, -1019)
(7, 5, 0.25, 1, 0, 0, 1, -1007)
(8, 5, 0.25, 1, 0, 0, 1, -1003)
(9, 5, 0.25, 1, 0, 0, 1, -1004)
(10, 5, 0.25, 1, 0, 1, 1, -90)
(11, 5, 0.25, 1, 0, 1, 1, -1015)
(12, 5, 0.25, 1, 0, 1, 1, -1030)
(13, 5, 0.25, 1, 0, 1, 1, -1008)
