Resultados do Agente V1:
Localizações - Buracos: [(2, 2), (3, 3), (2, 1), (0, 3)], Wumpus: None, Ouro: None
(0, 4, 0.25, 1, 1, 1, 1, 2970)
(1, 4, 0.25, 1, 1, 1, 1, -1009)
(2, 4, 0.25, 1, 1, 1, 1, -1035)
(3, 4, 0.25, 1, 1, 1, 1, -1016)
(4, 4, 0.25, 1, 1, 1, 1, -1047)
(5, 4, 0.25, 1, 1, 1, 1, -1016)
(6, 4, 0.25, 1, 1, 1, 1, -1020)
(7, 4, 0.25, 1, 1, 1, 1, -1086)
(8, 4, 0.25, 1, 1, 1, 1, -1038)
(9, 4, 0.25, 1, 1, 1, 1, -1014)
(10, 4, 0.25, 1, 1, 1, 1, -1073)
(11, 4, 0.25, 1, 1, 1, 1, -1036)
(12, 4, 0.25, 1, 1, 1, 1, -1011)
(13, 4, 0.25, 1, 1, 1, 1, -1020)
(14, 4, 0.25, 1, 1, 1, 1, -1052)
(15, 4, 0.25, 1, 1, 1, 1, -1025)
(16, 4, 0.25, 1, 1, 1, 1, -1080)
(17, 4, 0.25, 1, 1, 1, 1, -1007)
(18, 4, 0.25, 1, 1, 1, 1, -1012)
(19, 4, 0.25, 1, 1, 1, 1, -1014)

Resultados do Agente V1:
Localizações - Buracos: [(0, 3), (2, 1), (2, 3), (0, 1), (1, 3), (1, 2)], Wumpus: None, Ouro: (0, 2)
(0, 4, 0.25, 1, 1, 1, 1, 2970)
(1, 4, 0.25, 1, 1, 1, 1, -1009)
(2, 4, 0.25, 1, 1, 1, 1, -1035)
(3, 4, 0.25, 1, 1, 1, 1, -1016)
(4, 4, 0.25, 1, 1, 1, 1, -1047)
(5, 4, 0.25, 1, 1, 1, 1, -1016)
(6, 4, 0.25, 1, 1, 1, 1, -1020)
(7, 4, 0.25, 1, 1, 1, 1, -1086)
(8, 4, 0.25, 1, 1, 1, 1, -1038)
(9, 4, 0.25, 1, 1, 1, 1, -1014)
(10, 4, 0.25, 1, 1, 1, 1, -1073)
(11, 4, 0.25, 1, 1, 1, 1, -1036)
(12, 4, 0.25, 1, 1, 1, 1, -1011)
(13, 4, 0.25, 1, 1, 1, 1, -1020)
(14, 4, 0.25, 1, 1, 1, 1, -1052)
(15, 4, 0.25, 1, 1, 1, 1, -1025)
(16, 4, 0.25, 1, 1, 1, 1, -1080)
(17, 4, 0.25, 1, 1, 1, 1, -1007)
(18, 4, 0.25, 1, 1, 1, 1, -1012)
(19, 4, 0.25, 1, 1, 1, 1, -1014)
(0, 5, 0.25, 0, 0, 1, 0, -17)
(1, 5, 0.25, 0, 0, 1, 0, -1009)
(2, 5, 0.25, 0, 0, 1, 0, -1035)
(3, 5, 0.25, 0, 0, 1, 0, -1023)
(4, 5, 0.25, 0, 0, 1, 0, -1001)
(5, 5, 0.25, 0, 0, 1, 0, -1097)
(6, 5, 0.25, 0, 0, 1, 0, -1003)
(7, 5, 0.25, 0, 0, 1, 0, -1001)
(8, 5, 0.25, 0, 0, 1, 0, -1003)
(9, 5, 0.25, 0, 0, 1, 0, -1025)
(10, 5, 0.25, 0, 0, 1, 0, -1005)
(11, 5, 0.25, 0, 0, 1, 0, -1029)
(12, 5, 0.25, 0, 0, 1, 0, -1011)
(13, 5, 0.25, 0, 0, 1, 0, -1001)
(14, 5, 0.25, 0, 0, 1, 0, -1003)
(15, 5, 0.25, 0, 0, 1, 0, -1101)
(16, 5, 0.25, 0, 0, 1, 0, -1035)
(17, 5, 0.25, 0, 0, 1, 0, -1005)
(18, 5, 0.25, 0, 0, 1, 0, -1103)
(19, 5, 0.25, 0, 0, 1, 0, -1041)

Resultados do Agente V1:
Localizações - Buracos: [(8, 1), (0, 3), (0, 9), (4, 8), (1, 8), (5, 6), (8, 8), (7, 0), (7, 6), (7, 1), (9, 6), (1, 3), (9, 8), (7, 8), (9, 9), (2, 6), (2, 2), (7, 8), (9, 3), (9, 4), (2, 3), (1, 0), (1, 0), (1, 8), (3, 8)], Wumpus: None, Ouro: None
(0, 4, 0.25, 1, 1, 1, 1, 2970)
(1, 4, 0.25, 1, 1, 1, 1, -1009)
(2, 4, 0.25, 1, 1, 1, 1, -1035)
(3, 4, 0.25, 1, 1, 1, 1, -1016)
(4, 4, 0.25, 1, 1, 1, 1, -1047)
(5, 4, 0.25, 1, 1, 1, 1, -1016)
(6, 4, 0.25, 1, 1, 1, 1, -1020)
(7, 4, 0.25, 1, 1, 1, 1, -1086)
(8, 4, 0.25, 1, 1, 1, 1, -1038)
(9, 4, 0.25, 1, 1, 1, 1, -1014)
(10, 4, 0.25, 1, 1, 1, 1, -1073)
(11, 4, 0.25, 1, 1, 1, 1, -1036)
(12, 4, 0.25, 1, 1, 1, 1, -1011)
(13, 4, 0.25, 1, 1, 1, 1, -1020)
(14, 4, 0.25, 1, 1, 1, 1, -1052)
(15, 4, 0.25, 1, 1, 1, 1, -1025)
(16, 4, 0.25, 1, 1, 1, 1, -1080)
(17, 4, 0.25, 1, 1, 1, 1, -1007)
(18, 4, 0.25, 1, 1, 1, 1, -1012)
(19, 4, 0.25, 1, 1, 1, 1, -1014)
(0, 5, 0.25, 0, 0, 1, 0, -17)
(1, 5, 0.25, 0, 0, 1, 0, -1009)
(2, 5, 0.25, 0, 0, 1, 0, -1035)
(3, 5, 0.25, 0, 0, 1, 0, -1023)
(4, 5, 0.25, 0, 0, 1, 0, -1001)
(5, 5, 0.25, 0, 0, 1, 0, -1097)
(6, 5, 0.25, 0, 0, 1, 0, -1003)
(7, 5, 0.25, 0, 0, 1, 0, -1001)
(8, 5, 0.25, 0, 0, 1, 0, -1003)
(9, 5, 0.25, 0, 0, 1, 0, -1025)
(10, 5, 0.25, 0, 0, 1, 0, -1005)
(11, 5, 0.25, 0, 0, 1, 0, -1029)
(12, 5, 0.25, 0, 0, 1, 0, -1011)
(13, 5, 0.25, 0, 0, 1, 0, -1001)
(14, 5, 0.25, 0, 0, 1, 0, -1003)
(15, 5, 0.25, 0, 0, 1, 0, -1101)
(16, 5, 0.25, 0, 0, 1, 0, -1035)
(17, 5, 0.25, 0, 0, 1, 0, -1005)
(18, 5, 0.25, 0, 0, 1, 0, -1103)
(19, 5, 0.25, 0, 0, 1, 0, -1041)
(0, 10, 0.25, 0, 0, 0, 0, -1019)
(1, 10, 0.25, 0, 0, 1, 0, -146)
(2, 10, 0.25, 0, 0, 1, 0, -1028)
(3, 10, 0.25, 0, 0, 1, 0, -1089)
(4, 10, 0.25, 0, 0, 1, 0, -1042)
(5, 10, 0.25, 0, 0, 1, 0, -1001)
(6, 10, 0.25, 0, 0, 1, 0, -1003)
(7, 10, 0.25, 0, 0, 1, 0, -1001)
