Resultados do Agente V1:
Localizações - Buracos: [(3, 1), (2, 1), (2, 1), (0, 1)], Wumpus: (1, 3), Ouro: None
(0, 4, 0.25, 0, 0, 0, 1, -3)
(1, 4, 0.25, 0, 0, 0, 1, -1003)
(2, 4, 0.25, 0, 0, 0, 1, -1007)
(3, 4, 0.25, 0, 0, 1, 1, -33)
(4, 4, 0.25, 0, 0, 1, 1, -1001)
(5, 4, 0.25, 0, 0, 1, 1, -1043)
(6, 4, 0.25, 0, 0, 1, 1, -1001)
(7, 4, 0.25, 0, 0, 1, 1, -1001)
(8, 4, 0.25, 0, 0, 1, 1, -1013)
(9, 4, 0.25, 0, 0, 1, 1, -1033)
(10, 4, 0.25, 0, 0, 1, 1, -1005)
(11, 4, 0.25, 0, 0, 1, 1, -1026)
(12, 4, 0.25, 0, 0, 1, 1, -1015)
(13, 4, 0.25, 0, 0, 1, 1, -1013)
(14, 4, 0.25, 0, 0, 1, 1, -1005)
(15, 4, 0.25, 0, 0, 1, 1, -1005)
(16, 4, 0.25, 0, 0, 1, 1, -1039)
(17, 4, 0.25, 0, 0, 1, 1, -1024)
(18, 4, 0.25, 0, 0, 1, 1, -1091)
(19, 4, 0.25, 0, 0, 1, 1, -1027)

Resultados do Agente V1:
Localizações - Buracos: [(2, 1), (0, 1), (2, 3), (2, 4), (2, 3), (2, 1)], Wumpus: (2, 2), Ouro: None
(0, 4, 0.25, 0, 0, 0, 1, -3)
(1, 4, 0.25, 0, 0, 0, 1, -1003)
(2, 4, 0.25, 0, 0, 0, 1, -1007)
(3, 4, 0.25, 0, 0, 1, 1, -33)
(4, 4, 0.25, 0, 0, 1, 1, -1001)
(5, 4, 0.25, 0, 0, 1, 1, -1043)
(6, 4, 0.25, 0, 0, 1, 1, -1001)
(7, 4, 0.25, 0, 0, 1, 1, -1001)
(8, 4, 0.25, 0, 0, 1, 1, -1013)
(9, 4, 0.25, 0, 0, 1, 1, -1033)
(10, 4, 0.25, 0, 0, 1, 1, -1005)
(11, 4, 0.25, 0, 0, 1, 1, -1026)
(12, 4, 0.25, 0, 0, 1, 1, -1015)
(13, 4, 0.25, 0, 0, 1, 1, -1013)
(14, 4, 0.25, 0, 0, 1, 1, -1005)
(15, 4, 0.25, 0, 0, 1, 1, -1005)
(16, 4, 0.25, 0, 0, 1, 1, -1039)
(17, 4, 0.25, 0, 0, 1, 1, -1024)
(18, 4, 0.25, 0, 0, 1, 1, -1091)
(19, 4, 0.25, 0, 0, 1, 1, -1027)
(0, 5, 0.25, 0, 0, 0, 0, -1001)
